ref_hash,obj
1113913537041480485_st,168741.86
1114026657194419748_sc,168778.1
1114026657194419748_st,83830.125
1114323564105303141_sc,147790.2
1114323564105303141_st,168741.86
1114508230319864946_sc,147377.66
1114508230319864946_st,75673.86
1115138041376043539_sc,127137.52
1115138041376043539_st,83393.51
1117590669569321964_sc,127468.69
1117590669569321964_st,84177.06
1117811498061299916_sc,168778.1
1117811498061299916_st,86715.266
1118296407046663101_sc,85447.86
1118296407046663101_st,85845.305
1119031235556320896_sc,106147.2
1119031235556320896_st,89412.96
11222455493472018_sc,125866.98
11222455493472018_st,168741.86
1123499146680162742_sc,146452.81
1123499146680162742_st,82870.484
1126070781577415060_sc,147984.97
1126070781577415060_st,83830.125
1126877271043713659_sc,126036.71
1126877271043713659_st,87898.31
1128648311587971120_sc,106782.1
1128648311587971120_st,80718.45
1128814228344083814_sc,168778.1
1128814228344083814_st,84531.3
1129766292147277557_sc,147984.97
1129766292147277557_st,86368.33
1131546864431701911_sc,125923.414
1131546864431701911_st,75810.91
1136031752303953778_sc,168778.1
1136031752303953778_st,83740.445
1136471390576544145_sc,168778.1
1136471390576544145_st,83307.09
1137626983589975828_sc,127932.6
1137626983589975828_st,82870.484
1145009605155104884_sc,125409.125
1145009605155104884_st,86368.33
1149958127364605785_sc,148027.64
1149958127364605785_st,168741.86
1151346651469575337_sc,106802.19
1151346651469575337_st,168741.86
1153540947733791830_sc,105040.94
1153540947733791830_st,168741.86
1156275031468463136_sc,106782.1
1156275031468463136_st,83946.48
1156694545460335017_sc,106587.14
1156694545460335017_st,83740.445
115885348859837276_sc,105863.4
115885348859837276_st,80145.86
1159207938497285892_sc,106341.36
1159207938497285892_st,168741.86
1160971248791325717_sc,168778.1
1160971248791325717_st,82870.484
1161843904632575594_sc,104392.3
1161843904632575594_st,82315.48
1167633864786053186_sc,168778.1
1167633864786053186_st,84531.3
1168157541031578455_sc,146852.78
1168157541031578455_st,75287.875
1170926351229275807_sc,168778.1
1170926351229275807_st,168741.86
1175385689997483703_sc,106110.266
1175385689997483703_st,168741.86
1175791667336060650_sc,107666.59
1175791667336060650_st,83740.445
1176502947759067386_sc,168778.1
1176502947759067386_st,168741.86
1176818370378839086_sc,168778.1
1176818370378839086_st,83307.09
1179211379479512284_sc,107738.77
1179211379479512284_st,168741.86
1186516249413150404_sc,127561.66
1186516249413150404_st,168741.86
1187615102176685882_sc,126545.17
1187615102176685882_st,82315.48
1187995611677437206_sc,105978.35
1187995611677437206_st,84531.3
1190424870217036395_sc,147558.67
1190424870217036395_st,81878.86
1191960282997642823_sc,168778.1
1191960282997642823_st,168741.86
1194162776830151855_sc,127452.53
1194162776830151855_st,83393.51
1199641757841499367_sc,168778.1
1199641757841499367_st,85845.305
1200899806989014770_sc,168778.1
1200899806989014770_st,168741.86
1204574205636847942_sc,105125.15
1204574205636847942_st,83740.445
1205014055416064598_sc,147809.81
1205014055416064598_st,83393.51
1206234638304930993_sc,147079.22
1206234638304930993_st,168741.86
1207737003178589247_sc,168778.1
1207737003178589247_st,168741.86
1209201922567589129_sc,127072.66
1209201922567589129_st,82870.484
1209266135065312559_sc,127485.15
1209266135065312559_st,83830.125
1209684448831341752_sc,130289.79
1209684448831341752_st,86368.33
1216484723925399897_sc,148138.89
1216484723925399897_st,168741.86
1216551715294982491_sc,147558.67
1216551715294982491_st,168741.86
122031620643150233_sc,168778.1
122031620643150233_st,168741.86
1225293060838887434_sc,127056.13
1225293060838887434_st,80145.86
1227457012435462438_sc,147693.83
1227457012435462438_st,82870.484
1229609562842818924_sc,105906.51
1229609562842818924_st,82870.484
1231413972006880331_sc,146852.78
1231413972006880331_st,82315.48
1232605060713570544_sc,168778.1
1232605060713570544_st,83740.445
1233658583417535945_sc,148782.98
1233658583417535945_st,168741.86
1234527712464722201_sc,126137.88
1234527712464722201_st,168741.86
1236618452781354742_sc,128428.68
1236618452781354742_st,168741.86
123979484119113285_sc,147332.88
123979484119113285_st,82954.85
1248297595627780685_sc,127561.66
1248297595627780685_st,83830.125
125102898244387791_sc,146688.84
125102898244387791_st,168741.86
1251678112439909237_sc,168778.1
1251678112439909237_st,83740.445
1251711610192393941_sc,168778.1
1251711610192393941_st,83830.125
1252375118134913744_sc,168778.1
1252375118134913744_st,83393.51
1253893505327217043_sc,168778.1
1253893505327217043_st,83740.445
1257211796115020351_sc,105737.195
1257211796115020351_st,83393.51
1260244248473048882_sc,168778.1
1260244248473048882_st,168741.86
1264022936299507076_sc,126896.625
1264022936299507076_st,84008.266
1265362887592424102_sc,168778.1
1265362887592424102_st,83830.125
126760379585103536_sc,127561.66
126760379585103536_st,82870.484
1268668663105484535_sc,147701.31
1268668663105484535_st,80718.45
1268988768599406958_sc,106741.32
1268988768599406958_st,85298.016
1269617022810318893_sc,127549.38
1269617022810318893_st,83740.445
12710129175666777_sc,104757.5
12710129175666777_st,88889.94
127181479361225903_sc,105947.97
127181479361225903_st,168741.86
1280782500667332514_sc,147545.1
1280782500667332514_st,168741.86
1281391375697256626_sc,168778.1
1281391375697256626_st,84951.08
1281554246271544540_sc,107867.3
1281554246271544540_st,168741.86
1283079572748604544_sc,106250.055
1283079572748604544_st,86715.266
1284329121151747079_sc,147790.2
1284329121151747079_st,168741.86
1286394024293955508_sc,106769.64
1286394024293955508_st,168741.86
12880076216702587_sc,126000.195
12880076216702587_st,86368.33
1289461437081782083_sc,168778.1
1289461437081782083_st,89412.96
1293570292730365189_sc,168778.1
1293570292730365189_st,84853.69
1293698919678093585_sc,168778.1
1293698919678093585_st,168741.86
1295673566983281594_sc,85302.414
1295673566983281594_st,83393.51
12977391562678610_sc,168778.1
12977391562678610_st,86368.33
1299921942054010422_sc,130289.79
1299921942054010422_st,83740.445
130079406502638965_sc,147834.06
130079406502638965_st,86368.33
1301976825595357150_sc,168778.1
1301976825595357150_st,168741.86
1302737911806151146_sc,168778.1
1302737911806151146_st,83740.445
1307116007931231623_sc,168778.1
1307116007931231623_st,83393.51
1310258515916187559_sc,149225.52
1310258515916187559_st,168741.86
1311716395227719150_sc,168778.1
1311716395227719150_st,82870.484
1311884661988038994_sc,147738.6
1311884661988038994_st,82870.484
1313615473299479354_sc,106088.91
1313615473299479354_st,168741.86
1313764485732247479_sc,147265.62
1313764485732247479_st,168741.86
1315792885380883436_sc,168778.1
1315792885380883436_st,168741.86
1319359126470626650_sc,126092.28
1319359126470626650_st,83393.51
1319530529617838683_sc,168778.1
1319530529617838683_st,83830.125
1319647639949654011_sc,168778.1
1319647639949654011_st,83740.445
1320285155686563936_sc,106795.83
1320285155686563936_st,84008.266
1320698541748474698_sc,127452.53
1320698541748474698_st,84177.06
1321931638565151894_sc,126137.88
1321931638565151894_st,83393.51
1325299270880328289_sc,148288.17
1325299270880328289_st,83946.48
1327834472616354686_sc,168778.1
1327834472616354686_st,83393.51
1328371665987429740_sc,127315.664
1328371665987429740_st,86715.266
1334979714748379384_sc,168778.1
1334979714748379384_st,80145.86
1337817839840024265_sc,106729.18
1337817839840024265_st,168741.86
133862296273929010_sc,147365.17
133862296273929010_st,86368.33
1339357409349811507_sc,168778.1
1339357409349811507_st,83830.125
1340306399366036773_sc,106431.42
1340306399366036773_st,86368.33
134252899899870481_sc,147790.2
134252899899870481_st,168741.86
1343304896887941153_sc,106110.266
1343304896887941153_st,83830.125
1343610696446705241_sc,126862.64
1343610696446705241_st,75590.805
1343846973671863229_sc,148199.72
1343846973671863229_st,82870.484
1344094560572816090_sc,125295.836
1344094560572816090_st,168741.86
1346626463765194606_sc,168778.1
1346626463765194606_st,84531.3
1352341197795597622_sc,168778.1
1352341197795597622_st,83830.125
135238190226173630_sc,147443.86
135238190226173630_st,86715.266
1353263670976574129_sc,147240.55
1353263670976574129_st,168741.86
13538278622181869_sc,147005.03
13538278622181869_st,86368.33
1357410736932166810_sc,147282.19
1357410736932166810_st,168741.86
1358413347723403971_sc,168778.1
1358413347723403971_st,86715.266
1362414875645754903_sc,128791.61
1362414875645754903_st,82870.484
1363698198585598240_sc,106900.97
1363698198585598240_st,168741.86
1364647366087403809_sc,147365.17
1364647366087403809_st,74296.26
1368635821614525643_sc,148181.31
1368635821614525643_st,168741.86
1368648383437916310_sc,147325.56
1368648383437916310_st,82233.09
1377832923059903066_sc,127319.14
1377832923059903066_st,83740.445
1379699859413237664_sc,106741.32
1379699859413237664_st,82580.03
1380962370594749522_sc,168778.1
1380962370594749522_st,168741.86
1382829534454032345_sc,147738.6
1382829534454032345_st,83307.09
1385715509195499069_sc,126995.555
1385715509195499069_st,86368.33
1387114378850828264_sc,168778.1
1387114378850828264_st,85845.305
1389885607828963485_sc,124888.84
1389885607828963485_st,75243.87
1394811243445482525_sc,145968.56
1394811243445482525_st,168741.86
1395269098318536492_sc,148150.23
1395269098318536492_st,82870.484
1400075890161845268_sc,168778.1
1400075890161845268_st,83393.51
1400708258671251084_sc,108475.86
1400708258671251084_st,83307.09
1401236653722021257_sc,147146.11
1401236653722021257_st,83830.125
1404411859457035750_sc,146990.12
1404411859457035750_st,168741.86
1404448451510586910_sc,126898.9
1404448451510586910_st,83740.445
1405078374337581334_sc,108295.27
1405078374337581334_st,84531.3
1405787563688548883_sc,105359.734
1405787563688548883_st,168741.86
1405946286287450031_sc,106341.91
1405946286287450031_st,80668.88
1407405697773200982_sc,147602.52
1407405697773200982_st,168741.86
1409860811222483843_sc,108185.65
1409860811222483843_st,85845.305
1410718164519785502_sc,106868.0
1410718164519785502_st,86368.33
141185236309213124_sc,147377.66
141185236309213124_st,84469.5
1414751606152167615_sc,143629.66
1414751606152167615_st,83307.09
1415274408925640121_sc,168778.1
1415274408925640121_st,168741.86
1416278477638614719_sc,168778.1
1416278477638614719_st,84008.266
1419354839057038471_sc,148029.39
1419354839057038471_st,82580.03
1432518504296468150_sc,147519.06
1432518504296468150_st,168741.86
1435877564557012951_sc,148106.39
1435877564557012951_st,84853.69
143620778860167232_sc,147693.83
143620778860167232_st,168741.86
1437959286938859386_sc,147834.06
1437959286938859386_st,83393.51
1437969918229546366_sc,101783.266
1437969918229546366_st,84853.69
1440198406831417758_sc,105004.44
1440198406831417758_st,168741.86
1442246240574869187_sc,168778.1
1442246240574869187_st,85845.305
1443196661695947486_sc,127095.89
1443196661695947486_st,168741.86
144510415764152026_sc,146728.9
144510415764152026_st,83740.445
1448251469825515781_sc,148106.39
1448251469825515781_st,84177.06
144858825658199154_sc,146952.61
144858825658199154_st,84531.3
1448618883257823284_sc,168778.1
1448618883257823284_st,168741.86
1455406734324235174_sc,146259.31
1455406734324235174_st,89412.96
1456159922209789941_sc,147519.06
1456159922209789941_st,168741.86
1458575463379897371_sc,168778.1
1458575463379897371_st,84531.3
146206268035953838_sc,105393.66
146206268035953838_st,84531.3
1462310992362977115_sc,168778.1
1462310992362977115_st,83393.51
1462631094364743739_sc,126896.625
1462631094364743739_st,82870.484
1462900288741887152_sc,147274.19
1462900288741887152_st,85845.305
146349373354039130_sc,147365.17
146349373354039130_st,82233.09
1463737277041413876_sc,168778.1
1463737277041413876_st,84008.266
1466387357519076668_sc,106759.16
1466387357519076668_st,84177.06
1469112136497229420_sc,108215.6
1469112136497229420_st,168741.86
1469891437001939430_sc,127004.05
1469891437001939430_st,86715.266
1471369522643687852_sc,127593.33
1471369522643687852_st,81878.86
1474374544316597063_sc,147558.67
1474374544316597063_st,168741.86
1474838723237605457_sc,125409.125
1474838723237605457_st,83740.445
1477883150977764521_sc,107360.18
1477883150977764521_st,168741.86
1479681329485066994_sc,168778.1
1479681329485066994_st,84531.3
148388802174309925_sc,168778.1
148388802174309925_st,75519.48
1484551776661218764_sc,126780.88
1484551776661218764_st,168741.86
1485566267036074672_sc,84012.78
1485566267036074672_st,82315.48
1485585519590186498_sc,168778.1
1485585519590186498_st,82870.484
1485710806967558837_sc,168778.1
1485710806967558837_st,86715.266
1490775021605137609_sc,106321.89
1490775021605137609_st,84177.06
149145192403446337_sc,106110.266
149145192403446337_st,83393.51
1491766937226493605_sc,146845.14
1491766937226493605_st,83016.66
1495680085352673226_sc,106492.61
1495680085352673226_st,86368.33
1496724042025426431_sc,168778.1
1496724042025426431_st,84531.3
1497128270570315821_sc,127974.21
1497128270570315821_st,82870.484
1503622930668825341_sc,147157.0
1503622930668825341_st,83393.51
1505582288748773676_sc,104833.1
1505582288748773676_st,168741.86
1505707263781865790_sc,106262.52
1505707263781865790_st,83740.445
1507725753842469617_sc,168778.1
1507725753842469617_st,83946.48
1509545633114961619_sc,168778.1
1509545633114961619_st,168741.86
1513880118499895475_sc,146377.25
1513880118499895475_st,83307.09
151719194698470862_sc,127841.79
151719194698470862_st,82954.85
1519771825716243940_sc,147835.23
1519771825716243940_st,168741.86
1521407447410849866_sc,127974.21
1521407447410849866_st,84008.266
1522064661862584327_sc,107085.55
1522064661862584327_st,83307.09
1522174467525920419_sc,168778.1
1522174467525920419_st,85845.305
1522517226455603717_sc,168778.1
1522517226455603717_st,84177.06
1526533209361572178_sc,106525.52
1526533209361572178_st,168741.86
1526589386802120877_sc,168778.1
1526589386802120877_st,82870.484
1532920640971142763_sc,147287.52
1532920640971142763_st,82580.03
1535179488604428892_sc,168778.1
1535179488604428892_st,83016.66
1540895757038675521_sc,168778.1
1540895757038675521_st,80718.45
1541360754262871055_sc,168778.1
1541360754262871055_st,83740.445
1541943482926064403_sc,148812.97
1541943482926064403_st,86715.266
1542252940507519186_sc,168778.1
1542252940507519186_st,82870.484
1544952069069412264_sc,126060.77
1544952069069412264_st,168741.86
1546380888258110620_sc,149635.03
1546380888258110620_st,74296.26
1552048892636076688_sc,107037.09
1552048892636076688_st,84878.234
1554217736630697432_sc,168778.1
1554217736630697432_st,75810.91
1557657670234529677_sc,168778.1
1557657670234529677_st,86368.33
1559985950264706026_sc,168778.1
1559985950264706026_st,84531.3
1563149421968177217_sc,148071.22
1563149421968177217_st,82315.48
1568239518763418505_sc,108286.39
1568239518763418505_st,85845.305
1571815441379711120_sc,146282.16
1571815441379711120_st,84878.234
1572073024204691574_sc,126473.62
1572073024204691574_st,84878.234
15755635624013585_sc,147274.19
15755635624013585_st,85845.305
1578493458135285912_sc,168778.1
1578493458135285912_st,75287.875
1579648092439095955_sc,125337.29
1579648092439095955_st,83393.51
1582245318038800705_sc,168778.1
1582245318038800705_st,83393.51
1585273182248364632_sc,128594.016
1585273182248364632_st,168741.86
1586011569157541229_sc,168778.1
1586011569157541229_st,81878.86
1586308550876044716_sc,126586.91
1586308550876044716_st,82315.48
15864059592995091_sc,127791.266
15864059592995091_st,82315.48
158642282115857939_sc,105321.68
158642282115857939_st,76157.84
1587423418122753177_sc,106297.69
1587423418122753177_st,168741.86
1592232433995993602_sc,147287.52
1592232433995993602_st,168741.86
1593315082014178993_sc,107395.99
1593315082014178993_st,84853.69
1594304834872461088_sc,168778.1
1594304834872461088_st,83393.51
1595135091194264808_sc,168778.1
1595135091194264808_st,83393.51
1595181852111961835_sc,168778.1
1595181852111961835_st,80668.88
1598279014358140630_sc,168778.1
1598279014358140630_st,84177.06
1609139111614355686_sc,126639.484
1609139111614355686_st,168741.86
1609275904163020719_sc,168778.1
1609275904163020719_st,83307.09
1609949567718682385_sc,106559.086
1609949567718682385_st,86368.33
1610107188799256895_sc,126137.88
1610107188799256895_st,86368.33
1610494654440971107_sc,168778.1
1610494654440971107_st,74720.836
1610631182235861036_sc,106643.055
1610631182235861036_st,84177.06
1610830018249632088_sc,168778.1
1610830018249632088_st,83946.48
1619005863892213340_sc,168778.1
1619005863892213340_st,81878.86
1620044022477258303_sc,147640.56
1620044022477258303_st,168741.86
162252644031331242_sc,147809.81
162252644031331242_st,86715.266
1624621636247371157_sc,148311.03
1624621636247371157_st,74296.26
1624675199747986180_sc,147790.2
1624675199747986180_st,168741.86
1625527770358623312_sc,127512.55
1625527770358623312_st,86715.266
1626122822972650492_sc,168778.1
1626122822972650492_st,75287.875
1626240234331226893_sc,107748.67
1626240234331226893_st,76157.84
1628314475685116126_sc,147443.86
1628314475685116126_st,82870.484
1631312698088948141_sc,168778.1
1631312698088948141_st,86715.266
1632976817520709726_sc,106365.625
1632976817520709726_st,83393.51
1634650407908315198_sc,105803.65
1634650407908315198_st,83393.51
1634912018741747313_sc,147088.69
1634912018741747313_st,83307.09
1635806999972794207_sc,147028.17
1635806999972794207_st,168741.86
1638155133101635232_sc,125015.44
1638155133101635232_st,83830.125
1640419309626397644_sc,147079.22
1640419309626397644_st,168741.86
1644684818861378247_sc,148491.72
1644684818861378247_st,79197.67
1645117383971795261_sc,148004.78
1645117383971795261_st,84853.69
1645448724794614846_sc,168778.1
1645448724794614846_st,168741.86
1646244151176203402_sc,168778.1
1646244151176203402_st,84177.06
1647303115721594711_sc,125409.125
1647303115721594711_st,84008.266
1648484391049043683_sc,168778.1
1648484391049043683_st,82580.03
1649462786324867670_sc,106213.875
1649462786324867670_st,84878.234
1649470682218050050_sc,107666.59
1649470682218050050_st,80718.45
165054203039707364_sc,108182.305
165054203039707364_st,83740.445
1651298545102448143_sc,148178.47
1651298545102448143_st,83393.51
1652973856044692882_sc,127974.21
1652973856044692882_st,82870.484
1654414320062233188_sc,102924.836
1654414320062233188_st,85845.305
1654931404191930561_sc,127703.06
1654931404191930561_st,83016.66
1656202871077543672_sc,105393.66
1656202871077543672_st,86715.266
166111167582199775_sc,147634.53
166111167582199775_st,82315.48
1672980903727097060_sc,105914.06
1672980903727097060_st,168741.86
1675618435344112751_sc,106587.14
1675618435344112751_st,81878.86
167645149541424501_sc,126896.625
167645149541424501_st,84531.3
1676599343673733996_sc,168778.1
1676599343673733996_st,86368.33
1677397424183807063_sc,127512.55
1677397424183807063_st,168741.86
1678574764210748596_sc,106060.81
1678574764210748596_st,86368.33
1680454818764604919_sc,168778.1
1680454818764604919_st,84531.3
1683583979368839453_sc,106479.92
1683583979368839453_st,168741.86
1683636821685901692_sc,127561.66
1683636821685901692_st,168741.86
1683915131500129075_sc,147027.28
1683915131500129075_st,168741.86
1686771719211427260_sc,126137.88
1686771719211427260_st,168741.86
1686829829798908901_sc,126334.64
1686829829798908901_st,83740.445
1688759174245788636_sc,147362.06
1688759174245788636_st,86368.33
1689253659802783461_sc,168778.1
1689253659802783461_st,84531.3
1694964200543302757_sc,147000.5
1694964200543302757_st,83393.51
1695017415660355067_sc,168778.1
1695017415660355067_st,84177.06
1695705421328710963_sc,147677.31
1695705421328710963_st,86368.33
169673203379774697_sc,148247.6
169673203379774697_st,83016.66
1697296672196475600_sc,148150.23
1697296672196475600_st,86715.266
1698798402698483317_sc,147274.19
1698798402698483317_st,83830.125
1705620787460316875_sc,168778.1
1705620787460316875_st,83740.445
1706216513788387104_sc,146824.92
1706216513788387104_st,168741.86
1706794130450981051_sc,127185.625
1706794130450981051_st,86368.33
1713284802794931603_sc,126397.18
1713284802794931603_st,168741.86
1713575180422828175_sc,127974.21
1713575180422828175_st,168741.86
1717184228785145942_sc,107323.61
1717184228785145942_st,83946.48
171749671026400972_sc,168778.1
171749671026400972_st,81878.86
1718964734813976566_sc,168778.1
1718964734813976566_st,168741.86
1722479355356580286_sc,147047.75
1722479355356580286_st,83740.445
1725593100682031672_sc,168778.1
1725593100682031672_st,168741.86
1726159899784033460_sc,148106.39
1726159899784033460_st,83740.445
1727911413674128214_sc,125907.484
1727911413674128214_st,83740.445
173037676676551667_sc,127703.06
173037676676551667_st,86715.266
1739185427561011002_sc,126639.484
1739185427561011002_st,83307.09
1744539208349624912_sc,149037.84
1744539208349624912_st,86368.33
1747750927337388419_sc,105096.82
1747750927337388419_st,83740.445
1749586132256864259_sc,127739.47
1749586132256864259_st,82315.48
1750509480206635901_sc,107323.61
1750509480206635901_st,82870.484
1753408082039589793_sc,168778.1
1753408082039589793_st,84531.3
1755590351975453126_sc,168778.1
1755590351975453126_st,84008.266
1757046249254925892_sc,107638.69
1757046249254925892_st,82870.484
1760218743715819964_sc,147443.86
1760218743715819964_st,83393.51
1762685240275022546_sc,105349.92
1762685240275022546_st,86368.33
1767794950631940094_sc,126066.05
1767794950631940094_st,168741.86
1771567713554989316_sc,168778.1
1771567713554989316_st,82870.484
1772473992019353562_sc,168778.1
1772473992019353562_st,168741.86
1773819382540812845_sc,168778.1
1773819382540812845_st,82233.09
1773915170564860290_sc,127468.69
1773915170564860290_st,83830.125
1775266247906490790_sc,87092.62
1775266247906490790_st,83307.09
1775645446409162865_sc,126137.88
1775645446409162865_st,82870.484
1775994821130557970_sc,168778.1
1775994821130557970_st,168741.86
1777544475982403949_sc,130662.8
1777544475982403949_st,83393.51
177763697089045655_sc,168778.1
177763697089045655_st,75287.875
1778869005371293300_sc,168778.1
1778869005371293300_st,168741.86
1780314763292967611_sc,126545.17
1780314763292967611_st,84531.3
178544424334431823_sc,127451.61
178544424334431823_st,86715.266
1789841881668483637_sc,168778.1
1789841881668483637_st,80668.88
1792243691856810494_sc,105027.164
1792243691856810494_st,81878.86
1797028790104146357_sc,168778.1
1797028790104146357_st,86715.266
1798721392514212467_sc,106321.89
1798721392514212467_st,85845.305
1806958712697643218_sc,146445.5
1806958712697643218_st,168741.86
1808715223128678254_sc,106015.9
1808715223128678254_st,84008.266
180882581523820142_sc,110137.17
180882581523820142_st,83393.51
1809952979724556615_sc,168778.1
1809952979724556615_st,86368.33
181023401587164211_sc,168778.1
181023401587164211_st,84177.06
1810262579726032935_sc,106060.81
1810262579726032935_st,82870.484
1811128871539049095_sc,130746.195
1811128871539049095_st,83393.51
181115609249034320_sc,127599.19
181115609249034320_st,168741.86
1812435133471161757_sc,147790.2
1812435133471161757_st,168741.86
181287554825540894_sc,168778.1
181287554825540894_st,84878.234
1814218044183734085_sc,168778.1
1814218044183734085_st,85845.305
1814253183119314438_sc,148410.0
1814253183119314438_st,168741.86
1815000393443032221_sc,168778.1
1815000393443032221_st,81878.86
1816798674368617450_sc,146445.5
1816798674368617450_st,83393.51
1820344257958020005_sc,85201.13
1820344257958020005_st,83393.51
1820733784678210604_sc,103815.51
1820733784678210604_st,76157.84
1821008560370062627_sc,147332.88
1821008560370062627_st,86368.33
1824593565274236651_sc,83958.516
1824593565274236651_st,81878.86
1825264557124125520_sc,168778.1
1825264557124125520_st,83393.51
1825774139959189158_sc,106321.89
1825774139959189158_st,83307.09
183111347855507794_sc,125580.95
183111347855507794_st,168741.86
1834561368570021624_sc,107710.45
1834561368570021624_st,84008.266
1835003644552160312_sc,168778.1
1835003644552160312_st,82233.09
1837369540178436993_sc,146982.55
1837369540178436993_st,86715.266
1838102694588906615_sc,129062.766
1838102694588906615_st,168741.86
1841885490735112196_sc,125015.44
1841885490735112196_st,84008.266
1846994645265687363_sc,125680.47
1846994645265687363_st,84878.234
1849524593912547491_sc,126134.266
1849524593912547491_st,81878.86
185033006947686423_sc,168778.1
185033006947686423_st,86368.33
1850436611440695410_sc,127561.66
1850436611440695410_st,75287.875
1853167224507825966_sc,168778.1
1853167224507825966_st,168741.86
1859101250688735203_sc,125409.125
1859101250688735203_st,82870.484
1860546415903202724_sc,168778.1
1860546415903202724_st,82870.484
186555324177091329_sc,168778.1
186555324177091329_st,83740.445
1865851711293215371_sc,127561.66
1865851711293215371_st,83740.445
1867340056699297275_sc,126545.17
1867340056699297275_st,82870.484
1867584059231149081_sc,147287.52
1867584059231149081_st,168741.86
1870804896905760683_sc,107606.58
1870804896905760683_st,168741.86
1871001050608717391_sc,148144.2
1871001050608717391_st,168741.86
1871261194571078086_sc,168778.1
1871261194571078086_st,84878.234
187130177321836551_sc,146852.78
187130177321836551_st,82870.484
1874642765722919357_sc,105370.16
1874642765722919357_st,83393.51
1875514346005174431_sc,147146.11
1875514346005174431_st,168741.86
