ref_hash,obj
1301976825595357150_sc,128875.68622584875
1301976825595357150_st,164851.91496945033
1302737911806151146_sc,128875.68622584875
1302737911806151146_st,195337.35526462574
1307116007931231623_sc,128875.68622584875
1307116007931231623_st,131083.94245354427
1310258515916187559_sc,128549.08729492193
1310258515916187559_st,259200.0
1311716395227719150_sc,128875.68622584875
1311716395227719150_st,131255.50413215187
1311884661988038994_sc,127491.17735279625
1311884661988038994_st,163898.28114473028
1313615473299479354_sc,131630.15227106548
1313615473299479354_st,259200.0
1313764485732247479_sc,128875.68622584875
1313764485732247479_st,195851.407083391
1315792885380883436_sc,128875.68622584875
1315792885380883436_st,226135.5268174109
1319359126470626650_sc,129291.71580960175
1319359126470626650_st,132433.80742213232
1319530529617838683_sc,128875.68622584875
1319530529617838683_st,133035.75932215148
1319647639949654011_sc,128875.68622584875
1319647639949654011_st,131893.45028215478
1320285155686563936_sc,130004.01096214936
1320285155686563936_st,133106.98983231332
1320698541748474698_sc,130172.60897509135
1320698541748474698_st,131113.2395816076
1321931638565151894_sc,131060.4264062887
1321931638565151894_st,132010.08286227705
1325299270880328289_sc,128798.18526563149
1325299270880328289_st,193280.85540266894
1327834472616354686_sc,128875.68622584875
1327834472616354686_st,133686.47251901694
1328371665987429740_sc,131060.4264062887
1328371665987429740_st,130751.87575778953
1334979714748379384_sc,128875.68622584875
1334979714748379384_st,226350.32401155695
1337817839840024265_sc,132314.32929490483
1337817839840024265_st,164448.99800462805
133862296273929010_sc,127491.17735279625
133862296273929010_st,131700.09901751686
1339357409349811507_sc,128875.68622584875
1339357409349811507_st,131588.65159350712
1340306399366036773_sc,139693.5077588136
1340306399366036773_st,131917.67077298608
134252899899870481_sc,127557.90809273461
134252899899870481_st,259200.0
1343304896887941153_sc,133685.80957473337
1343304896887941153_st,133775.15053044847
1343610696446705241_sc,131975.57692449098
1343610696446705241_st,132300.59881012508
1343846973671863229_sc,130546.11091673835
1343846973671863229_st,133086.19103446102
1344094560572816090_sc,132036.40681274413
1344094560572816090_st,165180.9880591486
1346626463765194606_sc,128875.68622584875
1346626463765194606_st,133409.07239751428
1352341197795597622_sc,128875.68622584875
1352341197795597622_st,131585.28326921206
135238190226173630_sc,127491.17735279625
135238190226173630_st,226331.6143951187
1353263670976574129_sc,128305.59766793836
1353263670976574129_st,227174.01782564452
13538278622181869_sc,128041.40464025145
13538278622181869_st,132079.22596728092
1357410736932166810_sc,127875.71228277408
1357410736932166810_st,226186.7911619741
1358413347723403971_sc,128875.68622584875
1358413347723403971_st,226331.6143951187
1362414875645754903_sc,130172.60897509135
1362414875645754903_st,132828.82293644632
1363698198585598240_sc,132242.79590296108
1363698198585598240_st,259200.0
1364647366087403809_sc,127491.17735279625
1364647366087403809_st,130639.085041564
1368635821614525643_sc,128798.18526563149
1368635821614525643_st,259200.0
1368648383437916310_sc,127808.20826109592
1368648383437916310_st,130688.2258346186
1377832923059903066_sc,128740.27758940698
1377832923059903066_st,133821.29442004554
1379699859413237664_sc,130951.09045815373
1379699859413237664_st,131709.67491391185
1380962370594749522_sc,128875.68622584875
1380962370594749522_st,165113.5661099554
1382829534454032345_sc,127875.71228277408
1382829534454032345_st,164944.33643008347
1385715509195499069_sc,129779.84137523545
1385715509195499069_st,132525.8540819399
1387114378850828264_sc,128875.68622584875
1387114378850828264_st,133931.7181142979
1389885607828963485_sc,129694.59028929957
1389885607828963485_st,131408.50775345188
1394811243445482525_sc,128798.18526563149
1394811243445482525_st,226331.83198314515
1395269098318536492_sc,128041.40464025145
1395269098318536492_st,131483.79170378807
1400075890161845268_sc,128875.68622584875
1400075890161845268_st,130847.1062250186
1400708258671251084_sc,132680.46309201405
1400708258671251084_st,133008.59807000408
1401236653722021257_sc,127741.47752115759
1401236653722021257_st,164201.41440171222
1404411859457035750_sc,127974.67390031312
1404411859457035750_st,227174.01782564452
1404448451510586910_sc,133412.32019055134
1404448451510586910_st,132722.24279916534
1405078374337581334_sc,130389.87509816863
1405078374337581334_st,131876.61359708026
1405787563688548883_sc,130004.01096214936
1405787563688548883_st,165045.31663777414
1405946286287450031_sc,132314.32929490483
1405946286287450031_st,132294.737856525
1407405697773200982_sc,127741.47752115759
1407405697773200982_st,226150.53801248298
1409860811222483843_sc,133354.27457612724
1409860811222483843_st,131676.29247722588
1410718164519785502_sc,130951.52656719301
1410718164519785502_st,133775.15053044847
141185236309213124_sc,127557.90809273461
141185236309213124_st,131279.98009112495
1414751606152167615_sc,128798.18526563149
1414751606152167615_st,131548.89894016128
1415274408925640121_sc,128875.68622584875
1415274408925640121_st,226186.7911619741
1416278477638614719_sc,128875.68622584875
1416278477638614719_st,131736.58865703415
1419354839057038471_sc,128041.40464025145
1419354839057038471_st,132040.02669257994
1432518504296468150_sc,127808.20826109592
1432518504296468150_st,226186.7911619741
1435877564557012951_sc,128041.40464025145
1435877564557012951_st,131043.41352525931
143620778860167232_sc,128041.40464025145
143620778860167232_st,226135.5268174109
1437959286938859386_sc,127808.20826109592
1437959286938859386_st,194674.74824007315
1437969918229546366_sc,131530.55293188372
1437969918229546366_st,163868.68652095785
1440198406831417758_sc,132337.31472597568
1440198406831417758_st,195851.407083391
1442246240574869187_sc,128875.68622584875
1442246240574869187_st,133914.89500375534
1443196661695947486_sc,129767.52641653856
1443196661695947486_st,196486.26489190594
144510415764152026_sc,128798.18526563149
144510415764152026_st,131287.08423130724
1448251469825515781_sc,128041.40464025145
1448251469825515781_st,131971.86863397586
144858825658199154_sc,130961.66493737654
144858825658199154_st,131972.75000351973
1448618883257823284_sc,128875.68622584875
1448618883257823284_st,195823.56570494283
1455406734324235174_sc,128041.40464025145
1455406734324235174_st,131758.85631004238
1456159922209789941_sc,127808.20826109592
1456159922209789941_st,259200.0
1458575463379897371_sc,128875.68622584875
1458575463379897371_st,133799.10119525073
146206268035953838_sc,131227.27779136767
146206268035953838_st,132693.09841372026
1462310992362977115_sc,128875.68622584875
1462310992362977115_st,131982.40318597894
1462631094364743739_sc,129878.00500447836
1462631094364743739_st,132072.17619694682
1462900288741887152_sc,134805.8834497117
1462900288741887152_st,131044.58984173545
146349373354039130_sc,127491.17735279625
146349373354039130_st,131314.85673443734
1463737277041413876_sc,128875.68622584875
1463737277041413876_st,193337.11517353106
1466387357519076668_sc,131630.15227106548
1466387357519076668_st,132840.87801245364
1469112136497229420_sc,132076.06637288534
1469112136497229420_st,196045.94441775762
1469891437001939430_sc,128673.54684946865
1469891437001939430_st,131848.81198624382
1471369522643687852_sc,128740.27758940698
1471369522643687852_st,131027.40225379748
1474374544316597063_sc,130961.66493737654
1474374544316597063_st,259200.0
1474838723237605457_sc,129369.21676981908
1474838723237605457_st,131055.1652456416
1477883150977764521_sc,135136.78640046102
1477883150977764521_st,195722.9573788786
1479681329485066994_sc,128875.68622584875
1479681329485066994_st,132886.2018832375
148388802174309925_sc,128875.68622584875
148388802174309925_st,131257.59001639573
1484551776661218764_sc,129976.96662201734
1484551776661218764_st,197265.25731937785
1485566267036074672_sc,132442.65350514808
1485566267036074672_st,163868.68652095785
1485585519590186498_sc,128875.68622584875
1485585519590186498_st,131397.58360410036
1485710806967558837_sc,128875.68622584875
1485710806967558837_st,163136.19444103993
1490775021605137609_sc,132122.11808775493
1490775021605137609_st,131780.23629418266
149145192403446337_sc,133685.80957473337
149145192403446337_st,132274.77044288284
1491766937226493605_sc,128875.68622584875
1491766937226493605_st,225010.16104515782
1495680085352673226_sc,130261.05696050887
1495680085352673226_st,132298.1676190265
1496724042025426431_sc,128875.68622584875
1496724042025426431_st,132040.19554581784
1497128270570315821_sc,128740.27758940698
1497128270570315821_st,132156.61358880874
1503622930668825341_sc,128798.18526563149
1503622930668825341_st,132615.12339414854
1505582288748773676_sc,130403.76642604936
1505582288748773676_st,196008.01137867407
1505707263781865790_sc,131095.33854610618
1505707263781865790_st,131420.99767934415
1507725753842469617_sc,128875.68622584875
1507725753842469617_st,132324.82546317793
1509545633114961619_sc,128875.68622584875
1509545633114961619_st,259200.0
1513880118499895475_sc,129104.71635790868
1513880118499895475_st,131977.78686277696
151719194698470862_sc,129878.00500447836
151719194698470862_st,131137.80285942918
1519771825716243940_sc,128041.40464025145
1519771825716243940_st,196594.23183600206
1521407447410849866_sc,129687.35708541135
1521407447410849866_st,131041.23302854244
1522064661862584327_sc,131336.06149717086
1522064661862584327_st,193936.22369794056
1522174467525920419_sc,128875.68622584875
1522174467525920419_st,132525.03762140256
1522517226455603717_sc,128875.68622584875
1522517226455603717_st,163917.75861703107
1526533209361572178_sc,132323.45113012075
1526533209361572178_st,259200.0
1526589386802120877_sc,128875.68622584875
1526589386802120877_st,164944.33643008347
1532920640971142763_sc,127491.17735279625
1532920640971142763_st,131813.7321330141
1535179488604428892_sc,128875.68622584875
1535179488604428892_st,225010.16104515782
1540895757038675521_sc,128875.68622584875
1540895757038675521_st,161397.6782662791
1541360754262871055_sc,128875.68622584875
1541360754262871055_st,195231.1428626536
1541943482926064403_sc,128549.08729492193
1541943482926064403_st,131029.48198772944
1542252940507519186_sc,128875.68622584875
1542252940507519186_st,226350.32401155695
1544952069069412264_sc,129369.21676981908
1544952069069412264_st,259200.0
1546380888258110620_sc,131788.28577969596
1546380888258110620_st,225010.16104515782
1552048892636076688_sc,131017.82119809208
1552048892636076688_st,131521.89966547422
1554217736630697432_sc,128875.68622584875
1554217736630697432_st,131515.05362302248
1557657670234529677_sc,128875.68622584875
1557657670234529677_st,164523.32735512912
1559985950264706026_sc,128875.68622584875
1559985950264706026_st,131042.15414035828
1563149421968177217_sc,128878.59095305168
1563149421968177217_st,194416.69611724745
1568239518763418505_sc,131017.82119809208
1568239518763418505_st,193740.3695142624
1571815441379711120_sc,128798.18526563149
1571815441379711120_st,132233.86351546392
1572073024204691574_sc,129291.71580960175
1572073024204691574_st,130776.53411016345
15755635624013585_sc,128798.18526563149
15755635624013585_st,131563.1395067715
1578493458135285912_sc,128875.68622584875
1578493458135285912_st,132061.15721815656
1579648092439095955_sc,129462.32374650988
1579648092439095955_st,194880.06712343462
1582245318038800705_sc,128875.68622584875
1582245318038800705_st,131189.8311201256
1585273182248364632_sc,128740.27758940698
1585273182248364632_st,259200.0
1586011569157541229_sc,128875.68622584875
1586011569157541229_st,225010.16104515782
1586308550876044716_sc,129291.71580960175
1586308550876044716_st,225010.16104515782
15864059592995091_sc,128673.54684946865
15864059592995091_st,131162.49253480835
158642282115857939_sc,131008.24539255408
158642282115857939_st,132458.58131067187
1587423418122753177_sc,130403.76642604936
1587423418122753177_st,196017.4980952795
1592232433995993602_sc,127741.47752115759
1592232433995993602_st,165180.9880591486
1593315082014178993_sc,132054.94459557682
1593315082014178993_st,130232.08190777135
1594304834872461088_sc,128875.68622584875
1594304834872461088_st,131644.58926615072
1595135091194264808_sc,128875.68622584875
1595135091194264808_st,164086.49553405694
1595181852111961835_sc,128875.68622584875
1595181852111961835_st,133228.0770105419
1598279014358140630_sc,128875.68622584875
1598279014358140630_st,131326.56890903055
1609139111614355686_sc,129767.52641653856
1609139111614355686_st,226186.7911619741
1609275904163020719_sc,128875.68622584875
1609275904163020719_st,132202.20025135222
1609949567718682385_sc,132076.06637288534
1609949567718682385_st,131138.6409730399
1610107188799256895_sc,131060.4264062887
1610107188799256895_st,133157.17613904408
1610494654440971107_sc,128875.68622584875
1610494654440971107_st,131290.2260378793
1610631182235861036_sc,131157.4605476876
1610631182235861036_st,132173.2271591872
1610830018249632088_sc,128875.68622584875
1610830018249632088_st,132224.4282537946
1619005863892213340_sc,128875.68622584875
1619005863892213340_st,161397.6782662791
1620044022477258303_sc,127557.90809273461
1620044022477258303_st,195844.15264584962
162252644031331242_sc,128827.56227009856
162252644031331242_st,195591.39514260774
1624621636247371157_sc,128798.18526563149
1624621636247371157_st,161533.1184240364
1624675199747986180_sc,127808.20826109592
1624675199747986180_st,165045.31663777414
1625527770358623312_sc,133412.32019055134
1625527770358623312_st,131776.60780305875
1626122822972650492_sc,128875.68622584875
1626122822972650492_st,163995.5258064315
1626240234331226893_sc,132099.1228791276
1626240234331226893_st,131789.41284807064
1628314475685116126_sc,127741.47752115759
1628314475685116126_st,163057.11485968894
1631312698088948141_sc,128875.68622584875
1631312698088948141_st,132579.38912976984
1632976817520709726_sc,132242.79590296108
1632976817520709726_st,132947.90405555634
1634650407908315198_sc,130403.76642604936
1634650407908315198_st,164921.6566674385
1634912018741747313_sc,127491.17735279625
1634912018741747313_st,165028.5458552267
1635806999972794207_sc,128041.40464025145
1635806999972794207_st,226569.3256142762
1638155133101635232_sc,129694.59028929957
1638155133101635232_st,133125.92276830802
1640419309626397644_sc,128798.18526563149
1640419309626397644_st,165327.6418142714
1644684818861378247_sc,128878.59095305168
1644684818861378247_st,132181.30155923835
1645117383971795261_sc,128644.62693833448
1645117383971795261_st,163868.68652095785
1645448724794614846_sc,128875.68622584875
1645448724794614846_st,259200.0
1646244151176203402_sc,128875.68622584875
1646244151176203402_st,163743.94646968396
1647303115721594711_sc,129369.21676981908
1647303115721594711_st,226345.32858525804
1648484391049043683_sc,128875.68622584875
1648484391049043683_st,131190.02096362814
1649462786324867670_sc,129636.68261307509
1649462786324867670_st,132919.14738484926
1649470682218050050_sc,131017.82119809208
1649470682218050050_st,225010.16104515782
165054203039707364_sc,131017.82119809208
165054203039707364_st,226444.37770149275
1651298545102448143_sc,127741.47752115759
1651298545102448143_st,132429.57190959144
1652973856044692882_sc,129687.35708541135
1652973856044692882_st,133796.03343095642
1654414320062233188_sc,131008.24539255408
1654414320062233188_st,163066.43532743974
1654931404191930561_sc,129687.35708541135
1654931404191930561_st,161448.9426108423
1656202871077543672_sc,131227.27779136767
1656202871077543672_st,131076.22911253778
166111167582199775_sc,127557.90809273461
166111167582199775_st,192210.11059909264
1672980903727097060_sc,129755.40803113484
1672980903727097060_st,165119.92383955073
1675618435344112751_sc,134417.66850775608
1675618435344112751_st,194416.69611724745
167645149541424501_sc,129878.00500447836
167645149541424501_st,130672.35587164061
1676599343673733996_sc,128875.68622584875
1676599343673733996_st,133135.2075856537
1677397424183807063_sc,128673.54684946865
1677397424183807063_st,259200.0
1678574764210748596_sc,131157.4605476876
1678574764210748596_st,132462.3022290258
1680454818764604919_sc,128875.68622584875
1680454818764604919_st,131089.4385701027
1683583979368839453_sc,133306.04103717167
1683583979368839453_st,226186.7911619741
1683636821685901692_sc,129687.35708541135
1683636821685901692_st,259200.0
1683915131500129075_sc,128798.18526563149
1683915131500129075_st,226316.8207880731
1686771719211427260_sc,130242.96926343955
1686771719211427260_st,165214.87699139962
1686829829798908901_sc,128673.54684946865
1686829829798908901_st,133764.04748139574
1688759174245788636_sc,128305.59766793836
1688759174245788636_st,194221.49503730505
1689253659802783461_sc,128875.68622584875
1689253659802783461_st,131917.11276035724
1694964200543302757_sc,128798.18526563149
1694964200543302757_st,130949.29214340234
1695017415660355067_sc,128875.68622584875
1695017415660355067_st,132015.08483333007
1695705421328710963_sc,128644.62693833448
1695705421328710963_st,132391.7651319215
169673203379774697_sc,128798.18526563149
169673203379774697_st,161731.26778733954
1697296672196475600_sc,128041.40464025145
1697296672196475600_st,133889.52269033474
1698798402698483317_sc,134805.8834497117
1698798402698483317_st,164940.3662838768
1705620787460316875_sc,128875.68622584875
1705620787460316875_st,132561.45836863195
1706216513788387104_sc,127557.90809273461
1706216513788387104_st,164539.1059185592
1706794130450981051_sc,129910.23588207904
1706794130450981051_st,132129.74509453098
1713284802794931603_sc,128673.54684946865
1713284802794931603_st,196062.03786021622
1713575180422828175_sc,128740.27758940698
1713575180422828175_st,196577.35191455812
1717184228785145942_sc,131017.82119809208
1717184228785145942_st,133315.03878889687
171749671026400972_sc,128875.68622584875
171749671026400972_st,130613.65462926672
1718964734813976566_sc,128875.68622584875
1718964734813976566_st,164422.17615587046
1722479355356580286_sc,128845.33165858069
1722479355356580286_st,131264.01982722673
1725593100682031672_sc,128875.68622584875
1725593100682031672_st,195852.62804459504
1726159899784033460_sc,128041.40464025145
1726159899784033460_st,131695.03647633508
1727911413674128214_sc,129767.52641653856
